episode,regime,protocol,method,iterations,converged,inner_success,objective,calls,scale_hat,floor_hit,movement_prior_units
31bad7fe83273e85c4e4f255,generalized_translation,unforced_slide,huber,3,True,True,0.4501807866916096,19,0.125,False,2.829810300884343e-08
31bad7fe83273e85c4e4f255,generalized_translation,unforced_slide,cauchy,4,True,True,0.4501550803038622,23,0.125,False,1.850278583162398e-07
31bad7fe83273e85c4e4f255,generalized_translation,unforced_slide,profile_map,25,True,True,-28.47800178749071,228,0.027550053894074826,False,0.0003796141492876584
31c615bc7a7f12ab15d5fa1b,generalized_translation,bounce,huber,3,True,True,0.47149805852675797,26,0.125,False,0.0009089648338277072
31c615bc7a7f12ab15d5fa1b,generalized_translation,bounce,cauchy,4,True,True,0.47140637234637306,21,0.125,False,0.0009089288215321311
31c615bc7a7f12ab15d5fa1b,generalized_translation,bounce,profile_map,16,True,True,-0.0907680074014603,100,0.9874836905496039,False,0.22158327759112542
31c615bc7a7f12ab15d5fa1b,setup_translation,bounce,huber,4,True,True,1.721274612716909,27,0.125,False,0.0005538864774282015
31c615bc7a7f12ab15d5fa1b,setup_translation,bounce,cauchy,5,True,True,1.719114043415976,31,0.125,False,0.0005610320771361643
31c615bc7a7f12ab15d5fa1b,setup_translation,bounce,profile_map,16,True,True,-20.100217797498306,120,0.08038731217522009,False,0.0005696756900307445
31e1d4504c42819c0c89a05b,generalized_translation,multiple_forces,huber,3,True,True,2.08763959446106,26,0.125,False,0.039808904420349386
31e1d4504c42819c0c89a05b,generalized_translation,multiple_forces,cauchy,4,True,True,2.087594369401632,35,0.125,False,0.03981304477713635
31e1d4504c42819c0c89a05b,generalized_translation,multiple_forces,profile_map,41,True,True,-26.064978754000006,435,0.030484646631760412,False,0.030283367665766083
323a1e24bea553aa8f4f96c5,generalized_translation,unforced_slide,huber,3,True,True,2.1045653225420686,16,0.125,False,0.0018939792360902952
323a1e24bea553aa8f4f96c5,generalized_translation,unforced_slide,cauchy,4,True,True,2.1039676834752212,26,0.125,False,0.001860437891122198
323a1e24bea553aa8f4f96c5,generalized_translation,unforced_slide,profile_map,22,True,True,-21.58983724030836,160,0.05745470067417617,False,0.009424822145667382
3255dcd60f03b9a7f774bfd0,generalized_translation,multiple_forces,huber,4,True,True,0.9374111595317313,36,0.125,False,0.355610595548834
3255dcd60f03b9a7f774bfd0,generalized_translation,multiple_forces,cauchy,6,True,True,0.9374046043943661,31,0.125,False,0.35559628074889965
3255dcd60f03b9a7f774bfd0,generalized_translation,multiple_forces,profile_map,41,True,True,-35.724556225277965,380,0.010138335041056544,False,0.4873662551888505
325990468288638b2b66831e,generalized_translation,unforced_slide,huber,3,True,True,1.03498017532283,26,0.125,False,0.0004033461204975136
325990468288638b2b66831e,generalized_translation,unforced_slide,cauchy,4,True,True,1.0349645695290528,20,0.125,False,0.0004033074657986425
325990468288638b2b66831e,generalized_translation,unforced_slide,profile_map,27,True,True,-29.043176080368664,236,0.02371146211890324,False,0.00017116216344969883
32f6d5d61193a3969b091770,generalized_translation,bounce,huber,3,True,True,1.5256311330083894,16,0.125,False,0.0011928303244870054
32f6d5d61193a3969b091770,generalized_translation,bounce,cauchy,4,True,True,1.5254863325464876,22,0.125,False,0.001193015260765539
32f6d5d61193a3969b091770,generalized_translation,bounce,profile_map,29,True,True,-24.90357008401312,335,0.038535406949657576,False,0.0017406821708510908
32f6d5d61193a3969b091770,setup_translation,bounce,huber,3,True,True,1.849299553581346,21,0.125,False,0.002048893759669935
32f6d5d61193a3969b091770,setup_translation,bounce,cauchy,4,True,True,1.8486813976462657,18,0.125,False,0.002055159343405074
32f6d5d61193a3969b091770,setup_translation,bounce,profile_map,22,True,True,-22.415024002862513,165,0.05263219709802873,False,0.0024549177923922456
33925304add24a952a756755,generalized_translation,unforced_slide,huber,3,True,True,0.19766300233075976,24,0.125,False,3.186553391753962e-09
33925304add24a952a756755,generalized_translation,unforced_slide,cauchy,4,True,True,0.19765275669630009,21,0.125,False,7.34902821582521e-07
33925304add24a952a756755,generalized_translation,unforced_slide,profile_map,28,True,True,-30.94719498742624,216,0.020661883597578416,False,0.0007276231184693741
3397426c84dfaf749ba59f7c,generalized_translation,bounce,huber,3,True,True,0.321832225631729,22,0.125,False,0.00034122021205472576
3397426c84dfaf749ba59f7c,generalized_translation,bounce,cauchy,3,True,True,0.3218269533640288,14,0.125,False,0.0003412459668703857
3397426c84dfaf749ba59f7c,generalized_translation,bounce,profile_map,29,True,True,-32.53182034095928,305,0.016607784094140102,False,0.000419241718138342
3397426c84dfaf749ba59f7c,setup_translation,bounce,huber,4,True,True,0.8559166288994022,42,0.125,False,0.0008980841036289772
3397426c84dfaf749ba59f7c,setup_translation,bounce,cauchy,4,True,True,0.8556857925541717,18,0.125,False,0.0009002291764159344
3397426c84dfaf749ba59f7c,setup_translation,bounce,profile_map,14,True,True,-23.952964451169954,114,0.04852007130186525,False,0.0008476752344749091
33e292879990abfbd64e34ee,generalized_translation,bounce,huber,2,True,True,0.1635266572960918,15,0.125,False,1.8036392370225012e-11
33e292879990abfbd64e34ee,generalized_translation,bounce,cauchy,3,True,True,0.16350993074758796,13,0.125,False,7.315261024420303e-10
33e292879990abfbd64e34ee,generalized_translation,bounce,profile_map,19,True,True,-29.488762238869363,240,0.02506110496660737,False,2.9679368629437502e-06
33e292879990abfbd64e34ee,setup_translation,bounce,huber,2,True,True,0.6889423258042797,13,0.125,False,4.530652284830301e-11
33e292879990abfbd64e34ee,setup_translation,bounce,cauchy,4,True,True,0.6885970462591963,26,0.125,False,7.990641625196497e-07
33e292879990abfbd64e34ee,setup_translation,bounce,profile_map,9,True,True,-23.684913901449367,84,0.05176854171667065,False,2.4781532010543878e-06
34524de7acee8cc6a745ab5d,generalized_translation,unforced_slide,huber,4,True,True,1.2163690152106503,23,0.125,False,0.0004030207994726519
34524de7acee8cc6a745ab5d,generalized_translation,unforced_slide,cauchy,4,True,True,1.2161993784972063,27,0.125,False,0.00041186314423387994
34524de7acee8cc6a745ab5d,generalized_translation,unforced_slide,profile_map,21,True,True,-23.96776115110914,172,0.04592501513160797,False,0.0039005326794918638
345e8ec0223672d327df709d,generalized_translation,multiple_forces,huber,3,True,True,1.9794580006889881,30,0.125,False,0.0003145066019444617
345e8ec0223672d327df709d,generalized_translation,multiple_forces,cauchy,4,True,True,1.9794456723996101,29,0.125,False,0.0003160173820125955
345e8ec0223672d327df709d,generalized_translation,multiple_forces,profile_map,41,True,True,-28.304504269740438,400,0.02306921944680128,False,0.021027303070536792
3494226522b6d4b5d3dcce83,generalized_translation,multiple_forces,huber,5,True,True,1.5523510697360752,34,0.125,False,1.42859230522963e-05
3494226522b6d4b5d3dcce83,generalized_translation,multiple_forces,cauchy,6,True,True,1.5517405612187023,55,0.125,False,9.425754729062184e-05
3494226522b6d4b5d3dcce83,generalized_translation,multiple_forces,profile_map,44,True,True,-22.904637849554508,370,0.05106879056763911,False,0.03180669410823399
34f1cdeabfedd831c6278793,generalized_translation,bounce,huber,3,True,True,29.46620812191426,26,0.125,False,0.1306886081480475
34f1cdeabfedd831c6278793,generalized_translation,bounce,cauchy,8,True,True,28.628742388802902,49,0.125,False,0.13147911235716758
34f1cdeabfedd831c6278793,generalized_translation,bounce,profile_map,30,True,True,-24.94630449141363,330,0.03960672294645014,False,0.00015103792312471076
34f1cdeabfedd831c6278793,setup_translation,bounce,huber,3,True,True,1.3633615770907435,20,0.125,False,0.0004509361958965329
34f1cdeabfedd831c6278793,setup_translation,bounce,cauchy,4,True,True,1.3632151625432503,16,0.125,False,0.0004518164030523302
34f1cdeabfedd831c6278793,setup_translation,bounce,profile_map,17,True,True,-24.240330864816276,126,0.04325634652606688,False,0.00010478868942195179
352d86b670ab377a6579c562,generalized_translation,unforced_slide,huber,3,True,True,2.057864136939436,19,0.125,False,0.011664781463095885
352d86b670ab377a6579c562,generalized_translation,unforced_slide,cauchy,5,True,True,2.0571538068339095,33,0.125,False,0.011662743446316029
352d86b670ab377a6579c562,generalized_translation,unforced_slide,profile_map,24,True,True,-21.173260567584176,200,0.06197681452871381,False,0.011369937876744887
35aece3a8bae39648be50dba,generalized_translation,unforced_slide,huber,2,True,True,0.5484942708734751,13,0.125,False,4.4623882226505496e-09
35aece3a8bae39648be50dba,generalized_translation,unforced_slide,cauchy,4,True,True,0.5482699742865704,24,0.125,False,1.0990966737950955e-06
35aece3a8bae39648be50dba,generalized_translation,unforced_slide,profile_map,22,True,True,-25.08060362983821,160,0.04310161184518545,False,0.00026731953304197484
35d99194b634ac31b566bb19,generalized_translation,multiple_forces,huber,2,True,True,1.2684666348189901,19,0.125,False,2.958164155318132e-07
35d99194b634ac31b566bb19,generalized_translation,multiple_forces,cauchy,4,True,True,1.267401705239766,37,0.125,False,4.408015232018959e-05
35d99194b634ac31b566bb19,generalized_translation,multiple_forces,profile_map,30,True,True,-21.45011151076187,235,0.06763818117183769,False,0.009299395237000631
35f66eff9d84c7f4a29365da,generalized_translation,unforced_slide,huber,3,True,True,1.5429521793606575,23,0.125,False,0.012414072746853518
35f66eff9d84c7f4a29365da,generalized_translation,unforced_slide,cauchy,4,True,True,1.542832084516388,22,0.125,False,0.01241463391468525
35f66eff9d84c7f4a29365da,generalized_translation,unforced_slide,profile_map,26,True,True,-24.31335235876573,248,0.04173937328350846,False,0.012147110801020346
361bb3e70ae0172cd5de2b9a,generalized_translation,unforced_slide,huber,3,True,True,0.24884857772697025,13,0.125,False,1.4502650264841812e-10
361bb3e70ae0172cd5de2b9a,generalized_translation,unforced_slide,cauchy,4,True,True,0.24880029530779024,19,0.125,False,1.6304147369402984e-06
361bb3e70ae0172cd5de2b9a,generalized_translation,unforced_slide,profile_map,19,True,True,-27.879189452280468,156,0.03062322366402289,False,0.00011340360955466905
36437639b6a632c812377775,generalized_translation,unforced_slide,huber,2,True,True,0.6193572943096144,8,0.125,False,5.825383062195057e-10
36437639b6a632c812377775,generalized_translation,unforced_slide,cauchy,4,True,True,0.6191582918589819,24,0.125,False,1.7346703393455166e-06
36437639b6a632c812377775,generalized_translation,unforced_slide,profile_map,23,True,True,-24.466352553765805,192,0.04659607749919741,False,0.00017792523100072644
36496fb6c814ffb55955abd1,generalized_translation,multiple_forces,huber,6,True,True,1.5962419405774293,43,0.125,False,0.00016856868688783772
36496fb6c814ffb55955abd1,generalized_translation,multiple_forces,cauchy,7,True,True,1.5961138816752405,47,0.125,False,5.511207643042711e-05
36496fb6c814ffb55955abd1,generalized_translation,multiple_forces,profile_map,47,True,True,-26.544767584023088,395,0.030188884544544145,False,0.12925607844672726
36d141bf2b83a1d005130528,generalized_translation,unforced_slide,huber,3,True,True,3.023372331940073,20,0.125,False,0.0004796972238650593
36d141bf2b83a1d005130528,generalized_translation,unforced_slide,cauchy,5,True,True,3.022615578101979,25,0.125,False,0.000487136762246581
36d141bf2b83a1d005130528,generalized_translation,unforced_slide,profile_map,28,True,True,-19.911032202821595,256,0.06515485005117712,False,0.0008473691731592984
3799c5b764065a689b1b8e4f,generalized_translation,unforced_slide,huber,3,True,True,1.9431303000849436,18,0.125,False,0.00012233283104391918
3799c5b764065a689b1b8e4f,generalized_translation,unforced_slide,cauchy,4,True,True,1.9421183774862556,21,0.125,False,0.00013046289334890963
3799c5b764065a689b1b8e4f,generalized_translation,unforced_slide,profile_map,28,True,True,-20.73591126783013,228,0.0681275174595908,False,0.00019936510291729376
382847e34d9d2c4963d50344,generalized_translation,multiple_forces,huber,3,True,True,0.5996572016687265,22,0.125,False,3.6699345692834826e-06
382847e34d9d2c4963d50344,generalized_translation,multiple_forces,cauchy,4,True,True,0.5996242250862804,27,0.125,False,2.056958349137364e-06
382847e34d9d2c4963d50344,generalized_translation,multiple_forces,profile_map,31,True,True,-28.50334306360689,360,0.02691595310905656,False,0.009258298594250357
3842179b789d807185657dbe,generalized_translation,multiple_forces,huber,4,True,True,1.591276925685738,20,0.125,False,2.319033650543608e-06
3842179b789d807185657dbe,generalized_translation,multiple_forces,cauchy,6,True,True,1.590480683304234,38,0.125,False,0.00013738162055055542
3842179b789d807185657dbe,generalized_translation,multiple_forces,profile_map,47,True,True,-22.296295118944997,535,0.05532894936721599,False,0.1018837604391605
38f1013e37a98c211dddf434,generalized_translation,bounce,huber,3,True,True,0.3801344272670514,15,0.125,False,0.0016732331538146911
38f1013e37a98c211dddf434,generalized_translation,bounce,cauchy,4,True,True,0.38011446388484976,19,0.125,False,0.0016734851310971296
38f1013e37a98c211dddf434,generalized_translation,bounce,profile_map,26,True,True,-29.104420453937955,265,0.025615022097545046,False,0.001752245708622547
38f1013e37a98c211dddf434,setup_translation,bounce,huber,3,True,True,0.5295339880952593,10,0.125,False,0.0006768642299144419
38f1013e37a98c211dddf434,setup_translation,bounce,cauchy,4,True,True,0.5294750099529618,21,0.125,False,0.000676944202154575
38f1013e37a98c211dddf434,setup_translation,bounce,profile_map,11,True,True,-26.57067017945492,111,0.03515534950802702,False,0.0007225123170455235
39039cb076bf3cc37872ab4b,generalized_translation,bounce,huber,3,True,True,0.34667223001404535,15,0.125,False,6.36010483387961e-10
39039cb076bf3cc37872ab4b,generalized_translation,bounce,cauchy,4,True,True,0.3466719568424097,21,0.125,False,8.494600488831648e-10
39039cb076bf3cc37872ab4b,generalized_translation,bounce,profile_map,32,True,True,-36.6655977686343,360,0.00981885862977569,False,3.530687913046002e-05
39039cb076bf3cc37872ab4b,setup_translation,bounce,huber,3,True,True,0.4994493047031383,18,0.125,False,1.0325153496664118e-10
39039cb076bf3cc37872ab4b,setup_translation,bounce,cauchy,4,True,True,0.49941658059898186,19,0.125,False,1.9073302424438528e-07
39039cb076bf3cc37872ab4b,setup_translation,bounce,profile_map,13,True,True,-28.791312315019333,114,0.026271776307396424,False,3.0319751423294727e-05
397e04ae00fa9abd0f5be873,generalized_translation,bounce,huber,3,True,True,0.2719303563609049,13,0.125,False,3.5838094931992995e-08
397e04ae00fa9abd0f5be873,generalized_translation,bounce,cauchy,4,True,True,0.27189006464473453,18,0.125,False,1.6745001567019557e-08
397e04ae00fa9abd0f5be873,generalized_translation,bounce,profile_map,30,True,True,-28.08134727246626,270,0.02972125869546259,False,1.7303323064934932e-05
397e04ae00fa9abd0f5be873,setup_translation,bounce,huber,3,True,True,1.0551634819901343,19,0.125,False,4.370011651807589e-10
397e04ae00fa9abd0f5be873,setup_translation,bounce,cauchy,5,True,True,1.0541178426988818,28,0.125,False,1.4046245337323062e-06
397e04ae00fa9abd0f5be873,setup_translation,bounce,profile_map,19,True,True,-22.09677127564763,117,0.06280092832545753,False,1.3489132905284779e-05
39afd1ab86c4a8434663b0ee,generalized_translation,bounce,huber,3,True,True,1.8126239250110554,17,0.125,False,9.19594707143101e-10
39afd1ab86c4a8434663b0ee,generalized_translation,bounce,cauchy,4,True,True,1.812604156147965,15,0.125,False,6.790151919963774e-08
39afd1ab86c4a8434663b0ee,generalized_translation,bounce,profile_map,28,True,True,-26.895765354438215,340,0.028358208075912803,False,0.0002268253154646331
39afd1ab86c4a8434663b0ee,setup_translation,bounce,huber,3,True,True,2.505335143512002,16,0.125,False,6.706779175799555e-11
39afd1ab86c4a8434663b0ee,setup_translation,bounce,cauchy,5,True,True,2.5047032353153424,34,0.125,False,7.571258733517334e-07
39afd1ab86c4a8434663b0ee,setup_translation,bounce,profile_map,14,True,True,-20.975370892699996,126,0.05949738820497239,False,0.00014647391254211142
39b59699f849e2fc68076dae,generalized_translation,bounce,huber,2,True,True,0.02811219101563947,8,0.125,False,8.552195394366447e-12
39b59699f849e2fc68076dae,generalized_translation,bounce,cauchy,3,True,True,0.028111859433437712,14,0.125,False,8.202364223576805e-09
39b59699f849e2fc68076dae,generalized_translation,bounce,profile_map,19,True,True,-36.756588504465284,235,0.010104032577839706,False,2.5006976276695618e-06
39b59699f849e2fc68076dae,setup_translation,bounce,huber,2,True,True,0.19215750527419603,8,0.125,False,4.4646639441308926e-12
39b59699f849e2fc68076dae,setup_translation,bounce,cauchy,3,True,True,0.19211401710462644,15,0.125,False,4.974306295864885e-07
39b59699f849e2fc68076dae,setup_translation,bounce,profile_map,13,True,True,-28.81807709480188,111,0.027255276879301137,False,2.2216756578395807e-06
3a7590ec56e99dac5c8e595d,generalized_translation,unforced_slide,huber,2,True,True,1.2537144822798838,22,0.125,False,6.724485225779707e-07
3a7590ec56e99dac5c8e595d,generalized_translation,unforced_slide,cauchy,5,True,True,1.2533278601388325,41,0.125,False,5.683201598997455e-06
3a7590ec56e99dac5c8e595d,generalized_translation,unforced_slide,profile_map,22,True,True,-22.134474455321367,152,0.06039344817390762,False,0.0017404466183452854
3a824b572de6e30218fa2a40,generalized_translation,bounce,huber,3,True,True,1.6748894602006432,16,0.125,False,0.0023752897796772447
3a824b572de6e30218fa2a40,generalized_translation,bounce,cauchy,4,True,True,1.6746278850187912,20,0.125,False,0.002373569107874629
3a824b572de6e30218fa2a40,generalized_translation,bounce,profile_map,29,True,True,-22.860437173909624,260,0.0505260552979118,False,0.002944329292630763
3a824b572de6e30218fa2a40,setup_translation,bounce,huber,3,True,True,1.8643799665598695,24,0.125,False,0.0021342019597606985
3a824b572de6e30218fa2a40,setup_translation,bounce,cauchy,5,True,True,1.863863869402169,29,0.125,False,0.0021363474288769346
3a824b572de6e30218fa2a40,setup_translation,bounce,profile_map,9,True,True,-21.838370549078608,249,0.05741993289897082,False,0.0024964831832581125
3ac36a4645e745e47ed213a2,generalized_translation,unforced_slide,huber,3,True,True,1.9930798690948384,24,0.125,False,0.0003946398297802032
3ac36a4645e745e47ed213a2,generalized_translation,unforced_slide,cauchy,4,True,True,1.9924533411542131,27,0.125,False,0.0004000945210339914
3ac36a4645e745e47ed213a2,generalized_translation,unforced_slide,profile_map,27,True,True,-21.071366711870617,276,0.06372929871821764,False,7.171618761126595e-05
3ac60a7369f71816162231b7,generalized_translation,unforced_slide,huber,3,True,True,1.29624979145722,23,0.125,False,0.0060849726728224515
3ac60a7369f71816162231b7,generalized_translation,unforced_slide,cauchy,4,True,True,1.2962382718457595,20,0.125,False,0.006084918789860277
3ac60a7369f71816162231b7,generalized_translation,unforced_slide,profile_map,26,True,True,-28.876471028363323,272,0.023422214958580836,False,0.0056980640265052885
3b171bafd9fd890f91a3de65,generalized_translation,bounce,huber,3,True,True,2.941339985753019,17,0.125,False,4.380118488951145e-08
3b171bafd9fd890f91a3de65,generalized_translation,bounce,cauchy,4,True,True,2.941171222171328,18,0.125,False,1.0624516467350185e-06
3b171bafd9fd890f91a3de65,generalized_translation,bounce,profile_map,34,True,True,-22.174778500839135,320,0.04638838321871692,False,0.00043785260394600683
3b171bafd9fd890f91a3de65,setup_translation,bounce,huber,3,True,True,3.215914474461832,18,0.125,False,8.075510751890061e-11
3b171bafd9fd890f91a3de65,setup_translation,bounce,cauchy,4,True,True,3.2155853056094443,20,0.125,False,1.344660592859264e-06
3b171bafd9fd890f91a3de65,setup_translation,bounce,profile_map,16,True,True,-20.594583308221054,129,0.05645176551483415,False,0.0003131343407327096
3b388404452b3dbbc89dbd07,generalized_translation,bounce,huber,3,True,True,2.420857784722044,17,0.125,False,1.606765372368965e-08
3b388404452b3dbbc89dbd07,generalized_translation,bounce,cauchy,4,True,True,2.4207943985861964,21,0.125,False,1.052324709582821e-06
3b388404452b3dbbc89dbd07,generalized_translation,bounce,profile_map,33,True,True,-24.228631047559087,345,0.03738453173909711,False,0.00030649851528423015
3b388404452b3dbbc89dbd07,setup_translation,bounce,huber,3,True,True,2.75978362479945,15,0.125,False,2.350913281528144e-10
3b388404452b3dbbc89dbd07,setup_translation,bounce,cauchy,4,True,True,2.759582638611458,24,0.125,False,9.185008525858238e-07
3b388404452b3dbbc89dbd07,setup_translation,bounce,profile_map,22,True,True,-21.533462873562293,132,0.052402215627475206,False,0.00021374423418116
3bef1bd1f63b04dfa129c19f,generalized_translation,bounce,huber,3,True,True,0.23709627562544872,18,0.125,False,0.001497957222067612
3bef1bd1f63b04dfa129c19f,generalized_translation,bounce,cauchy,4,True,True,0.23708996288146808,24,0.125,False,0.0014980917371357112
3bef1bd1f63b04dfa129c19f,generalized_translation,bounce,profile_map,25,True,True,-32.53123688670884,290,0.01678912257596906,False,0.001566443499502765
3bef1bd1f63b04dfa129c19f,setup_translation,bounce,huber,3,True,True,0.34119462859171257,22,0.125,False,0.00019331543379528453
3bef1bd1f63b04dfa129c19f,setup_translation,bounce,cauchy,4,True,True,0.34117259787915866,14,0.125,False,0.00019332680494678307
3bef1bd1f63b04dfa129c19f,setup_translation,bounce,profile_map,24,True,True,-28.99148128626737,192,0.026128195717335954,False,0.0002398759291265732
3c724ffa14a44d02df09cb34,generalized_translation,unforced_slide,huber,3,True,True,0.5109384745078145,21,0.125,False,5.219916086477733e-07
3c724ffa14a44d02df09cb34,generalized_translation,unforced_slide,cauchy,4,True,True,0.5109094191913046,29,0.125,False,2.112816415586071e-06
3c724ffa14a44d02df09cb34,generalized_translation,unforced_slide,profile_map,21,True,True,-28.137978634976236,180,0.02857952231667525,False,0.0018954340798929908
3c84c8ae63ee87edb4a94775,generalized_translation,bounce,huber,3,True,True,1.6840352710325937,25,0.125,False,1.5043687785414088e-09
3c84c8ae63ee87edb4a94775,generalized_translation,bounce,cauchy,4,True,True,1.6838085771189968,27,0.125,False,6.331335689203677e-07
3c84c8ae63ee87edb4a94775,generalized_translation,bounce,profile_map,29,True,True,-23.007360599661755,300,0.049368622458067675,False,0.00010536920358036916
3c84c8ae63ee87edb4a94775,setup_translation,bounce,huber,3,True,True,3.1639161371100357,14,0.125,False,1.9570306689069024e-09
3c84c8ae63ee87edb4a94775,setup_translation,bounce,cauchy,5,True,True,3.1611481234317056,22,0.125,False,1.5486638980045113e-06
3c84c8ae63ee87edb4a94775,setup_translation,bounce,profile_map,22,True,True,-18.148332438558775,150,0.09058765821724166,False,5.051582686646755e-05
3ca48edf2937c02ac5b0fd8f,generalized_translation,unforced_slide,huber,3,True,True,1.6498127839971377,13,0.125,False,0.011657075882367035
3ca48edf2937c02ac5b0fd8f,generalized_translation,unforced_slide,cauchy,4,True,True,1.6496866798366079,30,0.125,False,0.011656568929372085
3ca48edf2937c02ac5b0fd8f,generalized_translation,unforced_slide,profile_map,24,True,True,-23.56942881989834,248,0.0457027575951233,False,0.011271258791581881
3cdf94684da92d1af3719963,generalized_translation,bounce,huber,3,True,True,2.9201453742515997,18,0.125,False,1.0541693675496109e-07
3cdf94684da92d1af3719963,generalized_translation,bounce,cauchy,4,True,True,2.920044180301982,24,0.125,False,5.374396622741967e-08
3cdf94684da92d1af3719963,generalized_translation,bounce,profile_map,31,True,True,-23.888465408864526,325,0.03657705414847994,False,0.0005391946645585374
3cdf94684da92d1af3719963,setup_translation,bounce,huber,3,True,True,4.766938030558,12,0.125,False,2.7960252296693427e-10
3cdf94684da92d1af3719963,setup_translation,bounce,cauchy,5,True,True,4.761617461068364,29,0.125,False,4.260924892688595e-05
3cdf94684da92d1af3719963,setup_translation,bounce,profile_map,15,True,True,-16.4925570466655,150,0.09187262092731893,False,0.00021087170518833184
3d8f685159c088cedae4a2e5,generalized_translation,bounce,huber,3,True,True,0.33177430927916696,16,0.125,False,1.7289928685354393e-11
3d8f685159c088cedae4a2e5,generalized_translation,bounce,cauchy,4,True,True,0.3316802713017201,18,0.125,False,7.633273077567895e-07
3d8f685159c088cedae4a2e5,generalized_translation,bounce,profile_map,24,True,True,-27.087922484656566,265,0.033668662386308966,False,1.1738243663678649e-05
3d8f685159c088cedae4a2e5,setup_translation,bounce,huber,3,True,True,0.9109959456055982,18,0.125,False,2.248781223171288e-12
3d8f685159c088cedae4a2e5,setup_translation,bounce,cauchy,4,True,True,0.9105246880885249,17,0.125,False,2.052470672971311e-06
3d8f685159c088cedae4a2e5,setup_translation,bounce,profile_map,8,True,True,-22.69839019645842,114,0.0582809509220394,False,9.153055603697054e-06
3dbebcf0a9931ebacc6be5da,generalized_translation,multiple_forces,huber,3,True,True,1.830416097183603,28,0.125,False,0.00022174163004016082
3dbebcf0a9931ebacc6be5da,generalized_translation,multiple_forces,cauchy,5,True,True,1.8302985016071807,40,0.125,False,0.0002552447650250551
3dbebcf0a9931ebacc6be5da,generalized_translation,multiple_forces,profile_map,40,True,True,-24.592640735817525,360,0.03849483181496792,False,0.0371121747492561
3e26ab9d52f6d05aa1bba1a8,generalized_translation,bounce,huber,2,True,True,0.5532409526911422,14,0.125,False,9.589301820312347e-11
3e26ab9d52f6d05aa1bba1a8,generalized_translation,bounce,cauchy,3,True,True,0.5530188929950134,17,0.125,False,5.269136235370978e-07
3e26ab9d52f6d05aa1bba1a8,generalized_translation,bounce,profile_map,16,True,True,-24.549026539925343,105,0.046484435161610896,False,4.6881390012544895e-07
3e26ab9d52f6d05aa1bba1a8,setup_translation,bounce,huber,2,True,True,1.1632974618171465,6,0.125,False,1.1687375374018435e-11
3e26ab9d52f6d05aa1bba1a8,setup_translation,bounce,cauchy,3,True,True,1.1626823735146126,9,0.125,False,2.833923114920934e-08
3e26ab9d52f6d05aa1bba1a8,setup_translation,bounce,profile_map,11,True,True,-21.575856959238866,90,0.06740800967042324,False,3.6098849367438454e-07
3eabc1415a8f987a0dd28631,generalized_translation,unforced_slide,huber,2,True,True,1.141428357726235,16,0.125,False,6.190884322335875e-10
3eabc1415a8f987a0dd28631,generalized_translation,unforced_slide,cauchy,5,True,True,1.1404769243006623,24,0.125,False,6.0954793010857414e-06
3eabc1415a8f987a0dd28631,generalized_translation,unforced_slide,profile_map,19,True,True,-21.88378592207095,128,0.06415536012616278,False,0.00025850470699467017
3ed7f3bc3cef4a44e0cdb682,generalized_translation,multiple_forces,huber,4,True,True,0.7148908706613695,32,0.125,False,2.4559254247782075e-05
3ed7f3bc3cef4a44e0cdb682,generalized_translation,multiple_forces,cauchy,5,True,True,0.7148295823511037,42,0.125,False,1.9652666987152318e-05
3ed7f3bc3cef4a44e0cdb682,generalized_translation,multiple_forces,profile_map,29,True,True,-26.70176648181925,250,0.03354559268684814,False,0.06787493636113517
3f011bf6e4217e66bd57c6f5,generalized_translation,unforced_slide,huber,3,True,True,1.4265419964803274,29,0.125,False,0.0012499406234568549
3f011bf6e4217e66bd57c6f5,generalized_translation,unforced_slide,cauchy,4,True,True,1.4264883433276265,19,0.125,False,0.0012444932812551315
3f011bf6e4217e66bd57c6f5,generalized_translation,unforced_slide,profile_map,25,True,True,-26.176393127331494,184,0.032825178497207064,False,0.008833023843346584
3f2c5ec1c3fc39d83891208b,generalized_translation,multiple_forces,huber,2,True,True,0.5203191691568224,11,0.125,False,3.583004662049434e-09
3f2c5ec1c3fc39d83891208b,generalized_translation,multiple_forces,cauchy,4,True,True,0.5200396427164852,34,0.125,False,4.5109320182060205e-05
3f2c5ec1c3fc39d83891208b,generalized_translation,multiple_forces,profile_map,36,True,True,-25.002804669259977,300,0.043752098377667886,False,0.007235677991014225
3f5328d3c69524070005090b,generalized_translation,unforced_slide,huber,2,True,True,0.6938300933683811,12,0.125,False,1.9969300055239453e-09
3f5328d3c69524070005090b,generalized_translation,unforced_slide,cauchy,4,True,True,0.6934912895605161,30,0.125,False,1.510498490562017e-06
3f5328d3c69524070005090b,generalized_translation,unforced_slide,profile_map,20,True,True,-23.69917193840115,120,0.05161924200751554,False,0.00012545026692423617
3f8375b5c4fee60fd42e8985,generalized_translation,multiple_forces,huber,3,True,True,2.17791660224699,30,0.125,False,2.3997975260922554e-06
3f8375b5c4fee60fd42e8985,generalized_translation,multiple_forces,cauchy,5,True,True,2.1766300590806633,43,0.125,False,2.1197882527468433e-05
3f8375b5c4fee60fd42e8985,generalized_translation,multiple_forces,profile_map,40,True,True,-20.328273364619953,335,0.07025717009149328,False,0.015774580718281177
