episode,regime,protocol,converged,calls,boundary,nuisance_rank,nuisance_dim,objective
33e292879990abfbd64e34ee,generalized_translation,bounce,True,9,False,3,3,0.1635266572960918
33e292879990abfbd64e34ee,setup_translation,bounce,True,6,False,1,1,0.6889423258042797
34524de7acee8cc6a745ab5d,generalized_translation,unforced_slide,True,8,False,2,2,1.2163690152106457
345e8ec0223672d327df709d,generalized_translation,multiple_forces,True,14,False,2,2,1.9794580006890303
3494226522b6d4b5d3dcce83,generalized_translation,multiple_forces,True,12,False,2,2,1.5523510697361342
34f1cdeabfedd831c6278793,generalized_translation,bounce,True,9,False,3,3,29.4662081219144
34f1cdeabfedd831c6278793,setup_translation,bounce,True,15,False,1,1,1.3633615770907166
352d86b670ab377a6579c562,generalized_translation,unforced_slide,True,11,False,2,2,2.0578641369394144
35aece3a8bae39648be50dba,generalized_translation,unforced_slide,True,6,False,2,2,0.5484942708734751
35d99194b634ac31b566bb19,generalized_translation,multiple_forces,True,7,False,2,2,1.26846663481899
35f66eff9d84c7f4a29365da,generalized_translation,unforced_slide,True,10,False,2,2,1.5429521793607037
361bb3e70ae0172cd5de2b9a,generalized_translation,unforced_slide,True,5,False,2,2,0.24884857772695848
36437639b6a632c812377775,generalized_translation,unforced_slide,True,6,False,2,2,0.6193572943096114
36496fb6c814ffb55955abd1,generalized_translation,multiple_forces,True,19,False,2,2,1.5962419405774604
36d141bf2b83a1d005130528,generalized_translation,unforced_slide,True,8,False,2,2,3.0233723319401835
3799c5b764065a689b1b8e4f,generalized_translation,unforced_slide,True,7,False,2,2,1.9431303000850075
382847e34d9d2c4963d50344,generalized_translation,multiple_forces,True,12,False,2,2,0.5996572016687521
3842179b789d807185657dbe,generalized_translation,multiple_forces,True,11,False,2,2,1.5912769256858783
38f1013e37a98c211dddf434,generalized_translation,bounce,True,7,False,3,3,0.3801344272670517
38f1013e37a98c211dddf434,setup_translation,bounce,True,11,False,1,1,0.5295339880952815
39039cb076bf3cc37872ab4b,generalized_translation,bounce,True,8,False,3,3,0.34667223001404346
39039cb076bf3cc37872ab4b,setup_translation,bounce,True,7,False,1,1,0.4994493047031455
397e04ae00fa9abd0f5be873,generalized_translation,bounce,True,7,False,3,3,0.2719303563609117
397e04ae00fa9abd0f5be873,setup_translation,bounce,True,9,False,1,1,1.0551634819901454
39afd1ab86c4a8434663b0ee,generalized_translation,bounce,True,9,False,3,3,1.8126239250110636
39afd1ab86c4a8434663b0ee,setup_translation,bounce,True,3,False,1,1,2.5053351435120037
39b59699f849e2fc68076dae,generalized_translation,bounce,True,8,False,3,3,0.028112191015640397
39b59699f849e2fc68076dae,setup_translation,bounce,True,3,False,1,1,0.19215750527419664
3a7590ec56e99dac5c8e595d,generalized_translation,unforced_slide,True,13,False,2,2,1.2537144822798838
3a824b572de6e30218fa2a40,generalized_translation,bounce,True,10,False,3,3,1.674889460200603
3a824b572de6e30218fa2a40,setup_translation,bounce,True,9,False,1,1,1.8643799665598788
3ac36a4645e745e47ed213a2,generalized_translation,unforced_slide,True,7,False,2,2,1.9930798690948894
3ac60a7369f71816162231b7,generalized_translation,unforced_slide,True,10,False,2,2,1.2962497914572493
3b171bafd9fd890f91a3de65,generalized_translation,bounce,True,9,False,3,3,2.941339985753039
3b171bafd9fd890f91a3de65,setup_translation,bounce,True,9,False,1,1,3.215914474461822
3b388404452b3dbbc89dbd07,generalized_translation,bounce,True,10,False,3,3,2.420857784722057
3b388404452b3dbbc89dbd07,setup_translation,bounce,True,4,False,1,1,2.7597836247995007
3bef1bd1f63b04dfa129c19f,generalized_translation,bounce,True,11,False,3,3,0.2370962756254531
3bef1bd1f63b04dfa129c19f,setup_translation,bounce,True,12,False,1,1,0.3411946285917145
3c724ffa14a44d02df09cb34,generalized_translation,unforced_slide,True,6,False,2,2,0.5109384745078336
3c84c8ae63ee87edb4a94775,generalized_translation,bounce,True,11,False,3,3,1.6840352710325928
3c84c8ae63ee87edb4a94775,setup_translation,bounce,True,8,False,1,1,3.163916137110027
3ca48edf2937c02ac5b0fd8f,generalized_translation,unforced_slide,True,10,False,2,2,1.6498127839971508
3cdf94684da92d1af3719963,generalized_translation,bounce,True,9,False,3,3,2.920145374251607
3cdf94684da92d1af3719963,setup_translation,bounce,True,9,False,1,1,4.76693803055804
3d8f685159c088cedae4a2e5,generalized_translation,bounce,True,6,False,3,3,0.33177430927917745
3d8f685159c088cedae4a2e5,setup_translation,bounce,True,3,False,1,1,0.9109959456055914
3dbebcf0a9931ebacc6be5da,generalized_translation,multiple_forces,True,15,False,2,2,1.8304160971836352
3e26ab9d52f6d05aa1bba1a8,generalized_translation,bounce,True,8,False,3,3,0.5532409526911422
3e26ab9d52f6d05aa1bba1a8,setup_translation,bounce,True,4,False,1,1,1.1632974618171463
3eabc1415a8f987a0dd28631,generalized_translation,unforced_slide,True,8,False,2,2,1.141428357726343
3ed7f3bc3cef4a44e0cdb682,generalized_translation,multiple_forces,True,18,False,2,2,0.7148908706613679
3f011bf6e4217e66bd57c6f5,generalized_translation,unforced_slide,True,8,False,2,2,1.4265419964803667
3f2c5ec1c3fc39d83891208b,generalized_translation,multiple_forces,True,7,False,2,2,0.5203191691568683
3f5328d3c69524070005090b,generalized_translation,unforced_slide,True,5,False,2,2,0.6938300933683811
3f8375b5c4fee60fd42e8985,generalized_translation,multiple_forces,True,9,False,2,2,2.1779166022474383
3f921bdec803ba940ba5bf38,generalized_translation,multiple_forces,True,18,False,2,2,1.7543167976711027
40499a956c2ace1444adf7fe,generalized_translation,unforced_slide,True,8,False,2,2,1.2163690152106457
40523ae537bd499e5c52eb76,generalized_translation,bounce,True,9,False,3,3,0.4546264089462983
40523ae537bd499e5c52eb76,setup_translation,bounce,True,4,False,1,1,1.1205578733469732
40ec20c064ddd4295d672c8a,generalized_translation,bounce,True,7,False,3,3,0.614639765808463
40ec20c064ddd4295d672c8a,setup_translation,bounce,True,15,False,1,1,0.61897381527838
40f7a2dae963529aa6400d56,generalized_translation,multiple_forces,True,13,False,2,2,0.9330887824289171
414dbe2b17ed92c8f804433d,generalized_translation,unforced_slide,True,6,False,2,2,0.2087263514110369
414e9d5c611f20ceda05d135,generalized_translation,multiple_forces,True,17,False,2,2,1.595068406822325
415ef88a1fcd01566550e5a7,generalized_translation,multiple_forces,True,21,False,2,2,2.6798051400461143
41684f9d5547db55f0a856ca,generalized_translation,bounce,True,9,False,3,3,0.5393862498185233
41684f9d5547db55f0a856ca,setup_translation,bounce,True,4,False,1,1,0.9568009830790968
416d17f3e8b0a680ee447140,generalized_translation,unforced_slide,True,5,False,2,2,0.524601201252785
4182f8cb8b90d6b4fec08f22,generalized_translation,unforced_slide,True,15,False,2,2,1.6795120927383531
4254d4b749a57be58ce52dc1,generalized_translation,unforced_slide,True,12,False,2,2,0.7138563773649437
427566f8da8852ddb22d0f6f,generalized_translation,bounce,True,11,False,3,3,0.6714597940134985
427566f8da8852ddb22d0f6f,setup_translation,bounce,True,7,False,1,1,0.6909572846386528
4297f3303ee23d239aa551b2,generalized_translation,unforced_slide,True,14,False,2,2,1.9289600637528381
42af40da54db383c9b1c5b1e,generalized_translation,unforced_slide,True,7,False,2,2,0.7637057800238679
42e5f77a1f2094f757a235a7,generalized_translation,unforced_slide,True,6,False,2,2,0.5389108860337305
42f731c6300c878e7c87c700,generalized_translation,multiple_forces,True,23,False,2,2,2.516873617531844
430b47f0cb6b1ae6183349be,generalized_translation,multiple_forces,True,9,False,2,2,1.2302452667715351
432661c5aa924d7e8a6af9e1,generalized_translation,unforced_slide,True,9,False,2,2,1.1682335945971882
43554b9f8afbd9f90086dbbe,generalized_translation,multiple_forces,True,8,False,2,2,0.7371422751880903
4358c66a4b252ea20e311378,generalized_translation,unforced_slide,True,13,False,2,2,1.0323110255241554
448c13ddbee07cf297e32d82,generalized_translation,bounce,True,8,False,3,3,0.4737953814779307
448c13ddbee07cf297e32d82,setup_translation,bounce,True,7,False,1,1,0.6519001095807128
4492a7a8003e2864cb4e0351,generalized_translation,bounce,True,9,False,3,3,0.6162067469880624
4492a7a8003e2864cb4e0351,setup_translation,bounce,True,6,False,1,1,5.476017349982035
44c61e14ab60f60b44381ca3,generalized_translation,unforced_slide,True,5,False,2,2,0.812648744592941
44ff5d8f3af4b39651ffb0b2,generalized_translation,multiple_forces,True,17,False,2,2,0.7823995893327389
4505a802c77b0c27455f2ec8,generalized_translation,unforced_slide,True,7,False,2,2,0.24487378732070197
452cdea282e1f0d55121bd68,generalized_translation,bounce,True,8,False,3,3,22.42610636739374
452cdea282e1f0d55121bd68,setup_translation,bounce,True,13,False,1,1,1.9142733569920904
45433377cb499db1109d81ee,generalized_translation,bounce,True,7,False,3,3,0.24480194551875298
45433377cb499db1109d81ee,setup_translation,bounce,True,10,False,1,1,1.293582893539794
455d571835e7b09ba56e0816,generalized_translation,unforced_slide,True,5,False,2,2,1.3544840643467027
45ab7312971271f8aa3c8c37,generalized_translation,multiple_forces,True,19,False,2,2,2.7540245477203724
45d6500f7a11a1d2687bb9f2,generalized_translation,bounce,True,6,False,3,3,0.26484226467724686
45d6500f7a11a1d2687bb9f2,setup_translation,bounce,True,3,False,1,1,0.6482688787795284
45fcbe1bf1f295585bd1600f,generalized_translation,unforced_slide,True,11,False,2,2,1.586202194900479
460d954d83ae3e69bc43ac4b,generalized_translation,bounce,True,7,False,3,3,1.2686904718814185
460d954d83ae3e69bc43ac4b,setup_translation,bounce,True,5,False,1,1,1.5816061534973085
4643c2c1327b9e94d5213fbc,generalized_translation,unforced_slide,True,7,False,2,2,2.881175512815607
46ee4c1bfb653b9072d27b4a,generalized_translation,multiple_forces,True,29,False,2,2,2.5251049156829914
4736bfdd2bf0adf13ae6ab6b,generalized_translation,unforced_slide,True,7,False,2,2,1.117852379774015
4747e664c5c1b12c4849d071,generalized_translation,unforced_slide,True,6,False,2,2,0.5533286821091219
4758b0ebece8d615c0bb9c1f,generalized_translation,unforced_slide,True,8,False,2,2,0.4538795233509335
47da59ab1a4d674702428cba,generalized_translation,multiple_forces,True,18,False,2,2,1.9276299297402475
47f1318a3999ae81d1f5d65e,generalized_translation,bounce,True,7,False,3,3,0.5844744933400914
47f1318a3999ae81d1f5d65e,setup_translation,bounce,True,5,False,1,1,1.5312866594690584
4810e70def912b6cb5f60e8a,generalized_translation,unforced_slide,True,10,False,2,2,2.0763936330349284
4815d7d212c389b665d2147d,generalized_translation,multiple_forces,True,9,False,2,2,2.3923255603180342
488f43c48861199fd94f80da,generalized_translation,bounce,True,6,False,3,3,0.48717292987078625
488f43c48861199fd94f80da,setup_translation,bounce,True,7,False,1,1,1.1615807950604335
48a37c5fda7df71cff80f1ed,generalized_translation,multiple_forces,True,9,False,2,2,0.29758647455442233
48b8523e7545b50bd1d9a9b2,generalized_translation,bounce,True,7,False,3,3,15.219957915739581
48b8523e7545b50bd1d9a9b2,setup_translation,bounce,True,15,False,1,1,1.8776896096506057
493fc28c921a00fcc6a7d34c,generalized_translation,bounce,True,6,False,3,3,0.6564669576871879
493fc28c921a00fcc6a7d34c,setup_translation,bounce,True,8,False,1,1,0.7249885493021785
494f28b76a0dc48be575ef90,generalized_translation,multiple_forces,True,19,False,2,2,1.4049260566874142
49690595c105ee9903da07b0,generalized_translation,multiple_forces,True,21,False,2,2,1.716460239536347
497d2f0799f96a5f9c8e9f8a,generalized_translation,unforced_slide,True,7,False,2,2,1.294104828849346
499d4a8f4bf750ff02b67401,generalized_translation,multiple_forces,True,8,False,2,2,0.5628024544081319
49ab4208a82058c77c88e387,generalized_translation,multiple_forces,True,9,False,2,2,0.2601108282643322
49b0d4f581f0372780eada69,generalized_translation,multiple_forces,True,10,False,2,2,1.380101221310001
49d23e8301b674e3f1c20c2d,generalized_translation,bounce,True,6,False,3,3,2.4118399219287676
49d23e8301b674e3f1c20c2d,setup_translation,bounce,True,3,False,1,1,2.7506309286957173
49e2a9bb66d658e3f59f6e5f,generalized_translation,unforced_slide,True,10,False,2,2,1.2018759613215628
4a1ec7cdcf244c721490ed40,generalized_translation,unforced_slide,True,8,False,2,2,0.9692811017725793
4ac8799ae82becb90e722492,generalized_translation,bounce,True,10,False,3,3,1.8814391386724525
4ac8799ae82becb90e722492,setup_translation,bounce,True,3,False,1,1,5.805235696309305
4b84a791bf632f2d3ceaa735,generalized_translation,bounce,True,8,False,3,3,0.7379323387114326
4b84a791bf632f2d3ceaa735,setup_translation,bounce,True,13,False,1,1,1.615703515738811
4bd6d014081664c554937cc1,generalized_translation,unforced_slide,True,8,False,2,2,1.4193475274306153
4c58481ea68fe617a9e406a8,generalized_translation,unforced_slide,True,12,False,2,2,0.28830261999823437
4c978d2c67ac96318b8b72fb,generalized_translation,multiple_forces,True,15,False,2,2,1.7905648615691006
4ca368c825a5ba3eee838974,generalized_translation,multiple_forces,True,11,False,2,2,0.5538797061451419
4d049ec63f54351b3d8d4e8c,generalized_translation,bounce,True,5,False,3,3,0.25685292641972013
4d049ec63f54351b3d8d4e8c,setup_translation,bounce,True,11,False,1,1,0.841338805977712
4d4247136d72708b43304c94,generalized_translation,bounce,True,6,False,3,3,0.5808317453923098
4d4247136d72708b43304c94,setup_translation,bounce,True,7,False,1,1,0.7060013756420002
4d56871052647144ce2dd271,generalized_translation,bounce,True,9,False,3,3,0.40985901712249034
4d56871052647144ce2dd271,setup_translation,bounce,True,3,False,1,1,0.7000979182673276
4df8b7b955b4895d1dfe55ff,generalized_translation,unforced_slide,True,8,False,2,2,1.8496241967006188
4e561bc1a9cfd7d56c9ae364,generalized_translation,multiple_forces,True,9,False,2,2,0.8581637683203642
4e6cb122bf2140855694a1c4,generalized_translation,unforced_slide,True,7,False,2,2,1.4492240098540032
4f0e4dd9bfbbc7617c723771,generalized_translation,unforced_slide,True,9,False,2,2,2.935586706211482
4f213059223713a08509b4f2,generalized_translation,bounce,True,6,False,3,3,0.5453827745957281
4f213059223713a08509b4f2,setup_translation,bounce,True,7,False,1,1,1.706108728591429
4f81b3efc3bf28b591932451,generalized_translation,unforced_slide,True,7,False,2,2,0.18528459983892434
50133ecbf4a7b3bf0d2cce87,generalized_translation,multiple_forces,True,22,False,2,2,1.2447129160910797
50600051d3e0f74d6e88fa8b,generalized_translation,bounce,True,7,False,3,3,2.040591711295206
50600051d3e0f74d6e88fa8b,setup_translation,bounce,True,3,False,1,1,2.136363704634134
50639265d554e9d239ee3707,generalized_translation,unforced_slide,True,10,False,2,2,0.11599604568567784
506eb4cb145e4b3a087e3387,generalized_translation,multiple_forces,True,12,False,2,2,1.9015797712703693
50a54ee6ee2e778a4afaf572,generalized_translation,bounce,True,11,False,3,3,1.446198563981143
50a54ee6ee2e778a4afaf572,setup_translation,bounce,True,13,False,1,1,1.5888551281938819
50cd20db98853fb64867c7a2,generalized_translation,bounce,True,5,False,3,3,6.5626675343187175
50cd20db98853fb64867c7a2,setup_translation,bounce,True,5,False,1,1,0.40442867429958895
50f617fe17991c285e19463b,generalized_translation,multiple_forces,True,19,False,2,2,1.0770209796392716
51834f12094b020ba1fa12e3,generalized_translation,unforced_slide,True,8,False,2,2,0.8740389825133228
51913f659bee51dd940de2a3,generalized_translation,multiple_forces,True,15,False,2,2,1.6797078064813349
51b397a431b5b3ded5bd5064,generalized_translation,multiple_forces,True,8,False,2,2,1.0113938298382779
52498871bd9f09ed549e8a72,generalized_translation,unforced_slide,True,13,False,2,2,0.6139448678744964
529107d393c84938df0f914a,generalized_translation,unforced_slide,True,9,False,2,2,2.4283615962760323
52d3d5959707bbb6e26f84a2,generalized_translation,multiple_forces,True,8,False,2,2,0.3493630239201205
52fa5c43c3b9871af65134e5,generalized_translation,unforced_slide,True,10,False,2,2,0.7127685898701772
5341cb60b2fea279e6922ff3,generalized_translation,bounce,True,13,False,3,3,3.592104058119585
5341cb60b2fea279e6922ff3,setup_translation,bounce,True,8,False,1,1,3.750645024534366
5379eba1c69e42be6aa1c824,generalized_translation,multiple_forces,True,23,False,2,2,3.1535121221096727
541fbe634b104d8823205f7a,generalized_translation,multiple_forces,True,12,False,2,2,0.326939482538609
548262795eadd2aa3d9ad981,generalized_translation,bounce,True,10,False,3,3,3.043153309582111
548262795eadd2aa3d9ad981,setup_translation,bounce,True,3,False,1,1,3.566187887182835
54863cd3c969467334327f7a,generalized_translation,bounce,True,6,False,3,3,0.5015245976490776
54863cd3c969467334327f7a,setup_translation,bounce,True,7,False,1,1,0.5559789422419473
54a46c5583e0407f8ad4205a,generalized_translation,multiple_forces,True,5,False,2,2,0.3410704389076718
54c95d2689344f656cb50c5c,generalized_translation,multiple_forces,True,17,False,2,2,0.935082504811743
555ad8e59c95deb67ae458b6,generalized_translation,bounce,True,8,False,3,3,0.7379323387114326
555ad8e59c95deb67ae458b6,setup_translation,bounce,True,13,False,1,1,1.615703515738811
5595d98495419f2a0f6288e7,generalized_translation,unforced_slide,True,11,False,2,2,1.0477521696167003
55cc6ca17e5afc189a5a1e8e,generalized_translation,multiple_forces,True,11,False,2,2,0.9906949485702293
55f8ba9c49736015c63b6b2b,generalized_translation,multiple_forces,True,27,False,2,2,2.969227731004777
56130886f474617e34ae7bda,generalized_translation,bounce,True,9,False,3,3,0.13690116783561987
56130886f474617e34ae7bda,setup_translation,bounce,True,4,False,1,1,0.34325063195474825
56698074af10064d019ccfae,generalized_translation,bounce,True,8,False,3,3,0.5460975269538725
56698074af10064d019ccfae,setup_translation,bounce,True,13,False,1,1,0.5899116573241647
569d7b04bef68aee308d5321,generalized_translation,multiple_forces,True,15,False,2,2,0.82816672637664
56bfbfc32a5ec8ff7c761c2d,generalized_translation,unforced_slide,True,13,False,2,2,1.6972391256382013
56cbc274bbcbdcb6f0e8b49b,generalized_translation,bounce,True,5,False,3,3,0.31193337532245463
56cbc274bbcbdcb6f0e8b49b,setup_translation,bounce,True,7,False,1,1,0.5801864953732917
57309b6427443cbd8caa83a6,generalized_translation,unforced_slide,True,17,False,2,2,2.876629861405609
578ec396fc0daa68465f3617,generalized_translation,unforced_slide,True,7,False,2,2,2.881175512815607
57938d441e07c5d3405bbd16,generalized_translation,multiple_forces,True,18,False,2,2,1.0684623021374722
57ba5b34b983a844222c17e5,generalized_translation,multiple_forces,True,12,False,2,2,1.906770618075407
57c7e84249f068e776639c9d,generalized_translation,multiple_forces,True,12,False,2,2,1.5425081519218757
5849fa0346c1b210e4218b8c,generalized_translation,unforced_slide,True,8,False,2,2,1.3689759296068658
584ac27df2ab8dbe745e9b15,generalized_translation,multiple_forces,True,17,False,2,2,2.035645374491454
58693a260eacc40e96b35f1a,generalized_translation,unforced_slide,True,7,False,2,2,2.052644695662866
58a79b82d48d9dfa41b65a2f,generalized_translation,unforced_slide,True,12,False,2,2,1.34084435654312
5902e6f614f3a729db67c9be,generalized_translation,multiple_forces,True,12,False,2,2,1.2723418292351218
596d73b089c9a356ed3cba48,generalized_translation,bounce,True,8,False,3,3,0.47455230515340235
596d73b089c9a356ed3cba48,setup_translation,bounce,True,12,False,1,1,1.636445705437645
597cbef9c669886557607af6,generalized_translation,bounce,True,12,False,3,3,0.7032161042716275
597cbef9c669886557607af6,setup_translation,bounce,True,5,False,1,1,0.937343795998018
598fa717db1f6f4325efcd8b,generalized_translation,multiple_forces,True,10,False,2,2,0.7419355366582894
59975431506332897be295b2,generalized_translation,unforced_slide,True,10,False,2,2,0.6460460739014117
59e3ec4d018d8fe186eb8d00,generalized_translation,unforced_slide,True,9,False,2,2,2.0069911374579315
5a0c063d6416077fd00abf20,generalized_translation,unforced_slide,True,15,False,2,2,0.8465932290427283
5a118babb82fc246a84da522,generalized_translation,multiple_forces,True,19,False,2,2,1.3676031936525406
5a442caead037d8511410478,generalized_translation,multiple_forces,True,10,False,2,2,0.5210073983680537
5a4b3306db3c0b961a3f2887,generalized_translation,bounce,True,8,False,3,3,1.5273715211946535
5a4b3306db3c0b961a3f2887,setup_translation,bounce,True,7,False,1,1,3.4105864722736623
5aa3fddd96dbbe1172f425e8,generalized_translation,unforced_slide,True,8,False,2,2,0.9261084067216511
5aa74d0ffd3d0103674f19f9,generalized_translation,bounce,True,7,False,3,3,45.44942875921949
5aa74d0ffd3d0103674f19f9,setup_translation,bounce,True,6,False,1,1,2.4603308792309866
5aaf311afb95856bf72c2d3b,generalized_translation,multiple_forces,True,20,False,2,2,2.4329933474171406
5b08f3c5565a5c1a50b7a270,generalized_translation,unforced_slide,True,11,False,2,2,2.007241603409499
5b1617fc0ce69f1086154b74,generalized_translation,multiple_forces,True,10,False,2,2,1.4381567043767498
5b5945c13a0b741e68983c3e,generalized_translation,bounce,True,5,False,3,3,0.22815936982589877
5b5945c13a0b741e68983c3e,setup_translation,bounce,True,7,False,1,1,0.6895265684823024
5b5f25fcdcecf26dbadca5d9,generalized_translation,bounce,True,8,False,3,3,6.565488035272942
5b5f25fcdcecf26dbadca5d9,setup_translation,bounce,True,9,False,1,1,0.40755723883219946
5b664fe9b702b2fda55436de,generalized_translation,bounce,True,4,False,3,3,0.3425861379277975
5b664fe9b702b2fda55436de,setup_translation,bounce,True,5,False,1,1,0.9059680983970024
5b672370e5049b01f2bd0bd7,generalized_translation,unforced_slide,True,7,False,2,2,1.041120081110402
5b6cbc847af612f05a53dab7,generalized_translation,multiple_forces,True,14,False,2,2,1.0034500585362258
5ba6b49f90f5f332b61b0969,generalized_translation,bounce,True,5,False,3,3,1.1985185089901238
5ba6b49f90f5f332b61b0969,setup_translation,bounce,True,11,False,1,1,2.008479275650305
5bad6e19f66b3458e1c04f76,generalized_translation,bounce,True,7,False,3,3,1.3351398973966118
5bad6e19f66b3458e1c04f76,setup_translation,bounce,True,6,False,1,1,1.4540678628443457
5bc1ff34b616e083ad38e4d6,generalized_translation,bounce,True,7,False,3,3,10.398743759760995
5bc1ff34b616e083ad38e4d6,setup_translation,bounce,True,6,False,1,1,1.7389202489738538
5c08d72404f108af0bf58be3,generalized_translation,bounce,True,8,False,3,3,2.014177102361019
5c08d72404f108af0bf58be3,setup_translation,bounce,True,8,False,1,1,2.189238929872631
5c236a716292218bdd838a2c,generalized_translation,multiple_forces,True,10,False,2,2,1.5250568750331335
5c4e5e5eeb807c04ab98c108,generalized_translation,unforced_slide,True,9,False,2,2,1.1923190928519014
5c7ae29e34e555e58642609b,generalized_translation,multiple_forces,True,12,False,2,2,2.1858247820316645
5cbd0d2548d3155fc414e4dd,generalized_translation,bounce,True,10,False,3,3,1.1116435990516602
5cbd0d2548d3155fc414e4dd,setup_translation,bounce,True,7,False,1,1,1.3512961828435055
5cc9dd4d67a0f1ec14663ba1,generalized_translation,bounce,True,9,False,3,3,0.5589566962481232
5cc9dd4d67a0f1ec14663ba1,setup_translation,bounce,True,3,False,1,1,0.6272853483176205
5cebe7927c8a94952a514fb7,generalized_translation,bounce,True,7,False,3,3,11.865378350860517
5cebe7927c8a94952a514fb7,setup_translation,bounce,True,20,False,1,1,1.5445307709038487
5d0f8527d39fc96c3f24e6de,generalized_translation,multiple_forces,True,18,False,2,2,3.5476169834528744
5d3728dd7ba0e5f8003ee348,generalized_translation,multiple_forces,True,21,False,2,2,0.9779271377753794
5d809c3e33dde11d7a798404,generalized_translation,unforced_slide,True,6,False,2,2,0.27579846934319724
5da40b5d14047c609e9a46ed,generalized_translation,unforced_slide,True,12,False,2,2,1.8891165557668972
5dd60ae8f548835d5d5a03fd,generalized_translation,bounce,True,7,False,3,3,2.468456655742071
5dd60ae8f548835d5d5a03fd,setup_translation,bounce,True,12,False,1,1,2.6559491731864813
5dd969063c14877cf8a7a5b8,generalized_translation,multiple_forces,True,9,False,2,2,1.1381582041137976
5de9860a5a743b2d0d22e917,generalized_translation,bounce,True,7,False,3,3,0.4714980585267714
5de9860a5a743b2d0d22e917,setup_translation,bounce,True,5,False,1,1,1.7212746127169334
5e23617d4cb7c866a214a089,generalized_translation,multiple_forces,True,12,False,2,2,0.4314687669685209
5e2447099ebac114cade77f5,generalized_translation,multiple_forces,True,12,False,2,2,0.8207334472539155
5e6389faa859006e29a0f34d,generalized_translation,multiple_forces,True,9,False,2,2,1.3772083072046064
5f26e9ff4c64ceb6f9670d9f,generalized_translation,multiple_forces,True,10,False,2,2,0.5451729610517063
5f35a445cdaf9a1b40892eac,generalized_translation,multiple_forces,True,13,False,2,2,0.9971021619586722
5fb6f8788b08e3023a6c8aa7,generalized_translation,unforced_slide,True,5,False,2,2,0.4556058951930634
600c1e2cd703191da93dc51d,generalized_translation,multiple_forces,True,12,False,2,2,0.6662675651791878
601f8b0ce0db2cd4f854eff3,generalized_translation,unforced_slide,True,7,False,2,2,1.5698034003627273
60271d123c87afea57931785,generalized_translation,unforced_slide,True,14,False,2,2,0.9534155222982958
608b54da28f6b7efb6c6f64c,generalized_translation,unforced_slide,True,7,False,2,2,0.5950038225122847
60c97c48b749777ba41f4b9e,generalized_translation,bounce,True,5,False,3,3,0.25385362337534134
60c97c48b749777ba41f4b9e,setup_translation,bounce,True,5,False,1,1,0.49619839995525716
613afbbef48aaaa75c488d46,generalized_translation,unforced_slide,True,8,False,2,2,0.7133057536166246
615b6865f81a3e5d38ab241c,generalized_translation,unforced_slide,True,12,False,2,2,1.9817468894862564
6195ee41f85df2f5c8b6057c,generalized_translation,multiple_forces,True,15,False,2,2,1.9752256895755378
61c757f428c4c88f40e2290f,generalized_translation,multiple_forces,True,9,False,2,2,2.115391558572912
6231f555aefa2e7722a98c8c,generalized_translation,unforced_slide,True,7,False,2,2,2.0965043342262955
6238a0a78dbec83bb53cec34,generalized_translation,bounce,True,9,False,3,3,0.34743573754297796
6238a0a78dbec83bb53cec34,setup_translation,bounce,True,3,False,1,1,0.3725708175943131
625f4f5941e1ff7f3335d260,generalized_translation,unforced_slide,True,11,False,2,2,0.8587118898277519
625fc33faa2aff5ed2b417fd,generalized_translation,bounce,True,7,False,3,3,1.1643022155517448
625fc33faa2aff5ed2b417fd,setup_translation,bounce,True,8,False,1,1,1.2725223373634709
62ac5837b0efee126d400875,generalized_translation,unforced_slide,True,11,False,2,2,2.0578641369394144
62f37ba80043006520407e80,generalized_translation,multiple_forces,True,11,False,2,2,1.6051657993040374
632202e2ec7ef33977d0623b,generalized_translation,multiple_forces,True,6,False,2,2,0.6033168222213467
6338bef254badf7d5d59c5e0,generalized_translation,bounce,True,6,False,3,3,0.37926339827080235
6338bef254badf7d5d59c5e0,setup_translation,bounce,True,4,False,1,1,0.5302708086631374
63cbf811f75c29173d434824,generalized_translation,bounce,True,7,False,3,3,0.4701190542680437
63cbf811f75c29173d434824,setup_translation,bounce,True,5,False,1,1,0.4815810375209778
6468994d9e7fd881590c9897,generalized_translation,unforced_slide,True,8,False,2,2,2.053547231986827
6483a2b9137bc3089f676b87,generalized_translation,bounce,True,7,False,3,3,15.213980330019343
6483a2b9137bc3089f676b87,setup_translation,bounce,True,15,False,1,1,1.8741609689655383
64a1f4de7a38be50c2ec5d4c,generalized_translation,bounce,True,5,False,3,3,0.5941277135354601
64a1f4de7a38be50c2ec5d4c,setup_translation,bounce,True,6,False,1,1,1.9625762119312073
64e244df54a1625a879e3ee0,generalized_translation,unforced_slide,True,8,False,2,2,0.7133057536166246
6506dc72b4eb7e0d4a3d0e78,generalized_translation,bounce,True,9,False,3,3,0.5120330819606429
6506dc72b4eb7e0d4a3d0e78,setup_translation,bounce,True,4,False,1,1,1.2820054106731107
65201c4d875269214d774802,generalized_translation,unforced_slide,True,9,False,2,2,1.114567118778472
655f861ec4c3f0cbab21ea6d,generalized_translation,bounce,True,12,False,3,3,1.0991115888621399
655f861ec4c3f0cbab21ea6d,setup_translation,bounce,True,16,False,1,1,2.4602066035236336
65980b0880237454c055e97a,generalized_translation,multiple_forces,True,14,False,2,2,3.069119126638948
65a9ab07f7b65a70c33e50d5,generalized_translation,unforced_slide,True,9,False,2,2,1.8293042902229286
