id,regime,converged,calls
578ec396fc0daa68465f3617,generalized_translation,True,200
57938d441e07c5d3405bbd16,generalized_translation,True,445
57ba5b34b983a844222c17e5,generalized_translation,True,390
57c7e84249f068e776639c9d,generalized_translation,True,540
5849fa0346c1b210e4218b8c,generalized_translation,True,160
584ac27df2ab8dbe745e9b15,generalized_translation,True,375
58693a260eacc40e96b35f1a,generalized_translation,True,216
58a79b82d48d9dfa41b65a2f,generalized_translation,True,304
5902e6f614f3a729db67c9be,generalized_translation,True,370
596d73b089c9a356ed3cba48,generalized_translation,True,400
596d73b089c9a356ed3cba48,setup_translation,True,99
597cbef9c669886557607af6,generalized_translation,True,360
597cbef9c669886557607af6,setup_translation,True,123
598fa717db1f6f4325efcd8b,generalized_translation,True,345
59975431506332897be295b2,generalized_translation,True,216
59e3ec4d018d8fe186eb8d00,generalized_translation,True,252
5a0c063d6416077fd00abf20,generalized_translation,True,280
5a118babb82fc246a84da522,generalized_translation,True,375
5a442caead037d8511410478,generalized_translation,True,415
5a4b3306db3c0b961a3f2887,generalized_translation,True,315
5a4b3306db3c0b961a3f2887,setup_translation,True,174
5aa3fddd96dbbe1172f425e8,generalized_translation,True,280
5aa74d0ffd3d0103674f19f9,generalized_translation,True,325
5aa74d0ffd3d0103674f19f9,setup_translation,True,108
5aaf311afb95856bf72c2d3b,generalized_translation,True,370
5b08f3c5565a5c1a50b7a270,generalized_translation,True,220
5b1617fc0ce69f1086154b74,generalized_translation,True,420
5b5945c13a0b741e68983c3e,generalized_translation,True,370
5b5945c13a0b741e68983c3e,setup_translation,True,105
5b5f25fcdcecf26dbadca5d9,generalized_translation,True,235
